    ,Serial Number,Course Name,Course Code,Course Acronym,Prerequisites,Preferable_Prerequisites,Antirequisites,Semester,Professor,Credits,Cluster,OptionalDept,embed_link
,330,Relevance of Intellectual Property for Startups,ENT414,RIPS,None,Completed or enrolled for internship in a company ,None,Winter,Amit Shukla,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQJICv-0vxJyQpzYGHiq9x9bUgqLuTjPzPLcTZ81nOQRCdHy4n3Iwc6VH3anIy-k5OFqE5kzrgg3zfK/pubhtml?gid=858081333&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,161,New Venture Planning,ENT415,NVP,None,None,None,Winter,Priyank Narayan,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ8kP_ZenK-XJLGrTZ2pVm9NdWel1ALcN768nT8bHRen3v8iIBw4MM4FT6vVNxcnQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,332,"Creativity, Innovation, and Inventive Problem Solving",ENT416/ENT516,CIIPS,None,None,None,Winter,Anuj Grover,4,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTfKk7_OjHNrBLLlqGfrMr3MRgX_-fQcMao3Dg_2ih_2k2vumYdfis1tsbXmNKREMXLWMgTq31Bbc69/pubhtml?widget=true&amp;headers=false""></iframe>"
,,AI in Finance,ENT417,,"Basic Python, Probability & Statistics","Any one of the courses Money and Banking, Foundations of Finance, Valuation and Portfolio Management, Intro to FinTech",None,Monsoon,Vinish,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTiG9QDWoBpmLXBRmFMtg7rVXNaWzQ0gm1_-YeVbolx2mH7bELeeQZCssRXsr3Z1A/pubhtml?widget=true&amp;headers=false""></iframe>"
,162,Healthcare Innovation and Entrepreneurship Essentials,ENT421/BIO571,HIEE,None,None,None,Monsoon,Tavpritesh Sethi,2,BIO,OTHERS,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vShDcMS2hU9KYZ9mMSMKz-uHsXpbjdcge7-6p6wGPco1bzNGYEzr2PXB3mpHi6JlCANl1AT7ee-LDIW/pubhtml?gid=967453274&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,335,Foundations of Marketing,ENTxxx,FOM,None,Basic understanding of Economics,None,Winter,Pinaki Dasgupta,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRs2cWAADSL0r69MpJJcpbdFZC3XRpB5JciPrqhjLsvx6CwXEHUhv7IFQSo0xzY4A/pubhtml?widget=true&amp;headers=false""></iframe>"
,163,Environmental Sciences,ESC205,EVS,None,None,ESC207A,Monsoon,Information not available,2,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ1DIpugI4ovXzsIw9OCSuHJMO9p_hWm6u5OBzaP9E6DEmAGLNmWF6uOCF0eUIVlehP_XIsJNaiPqz-/pubhtml?gid=416161924&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,337,"Ecology, Evolution, and Environment",ESC207A,EEE,None,None,"""ESC205""",Monsoon,Swapna Purandare,2,OTHERS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTSqpMkdSaTEwbVK8vQNmEm2whEf9T16_AGVgMDD7OICoism3VzrRBEqED0dZLRKK2qaP3OT5fqhhW6/pubhtml?gid=1660249697&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,164,Effective Supply Chain for E Commerce,MGT310,ESCM,None,None,None,Monsoon,Sanjiva Dubey,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSzCVx31NOJAxA3LaWMeeHpkp7MawJQMJynwFMlPmMeaLjF1oZ7gKqKWwMFuVwbFTg2njnakhSugJdN/pubhtml?gid=1779792349&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,339,Emerging Issues in IT Management,MGT311,EIITM,None,None,None,Winter,Information not available,4,SSH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRA8hosHHmJ4xRq4Si12kvoGDkhvDYG8V-RjuthMSpivfoNhbDLSy5lqW2X1GToJqAN5f6Bgp4l9fgY/pubhtml?gid=1677781514&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,,Topics in Functional Analysis: Operator Algebras,MTH 552B,,"MTH 542 (IFA), MTH 552A (TFA: Operator theory on Hilbert spaces)",None,None,Summer,Satish Kumar Pandey,2,Maths,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRk35W7SDRm25V8KhZpk94mmTT55wm8ZsNei0F6_0Zb64UnDi5SeUJiJjUmkrqn_w/pubhtml?widget=true&amp;headers=false""></iframe>"
,,Applied Multivariate Analysis ,MTH 578,AMA,Probability and Statistics,Statistical Inference,None,Monsoon,Monika Arora,4,MATHS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRiZL8kfBfCI-2oAxm-lJhHSbTYaEfFcwlLaAl3IQPseJsKUkZXPPqoT_zP-aisvQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,165,Measure Theoretic Probability,MTH 580A,,"MTH 102: Probability and Statistics, or equivalent; MTH 240: Real Analysis I or equivalent",MTH 340: Real Analysis II or equivalent,None,Winter,Rahul Roy,2,Maths,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSw3sIT3RmiyeEsXHGoMRI2jFW5Lksgow0OCMJzgnYhj_nPknFL0UQcMkVbzM7-4w/pubhtml?widget=true&amp;headers=false""></iframe>"
,343,Linear Algebra,MTH100,M-I,None,None,None,Monsoon,"Acushla Sarswat, Samaresh Chatterji",4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSXJpYG4ZnPHLY-ed6s8RnbeF-scPE0ISX1JlyRGlxteFVhrlxg0kj8vGIcHwkaC9u9f0IFsCzw5GsH/pubhtml?gid=385230450&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,166,Probability and Statistics,MTH201,P&S,None,None,None,Winter,"Angshul Majumdar, Sanjit Kaul",4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ953a41H3et60EuLVYuPm5RMdWWjWKbysxrpSoxK83UY0NUX4LnUnzH-cfxQKM88Bs0dCXdQt-JcrS/pubhtml?gid=1316538232&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,345,Multivariate Calculus,MTH203,M-III,None,None,MTH240,Monsoon,"Sarthok Sircar, Shilpak Banerjee",4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQl2lskqiDIxCUYKMmZL_GpmMg09CfvYNz3UADKVsikmB_inTNUGbvO8aO64ZAtWB732BfCucJknWdw/pubhtml?gid=840970708&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,167,Mathematics IV,MTH204,M-IV,MTH203,None,None,Winter,Ashish Kumar Pandey,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRKSm6hXsPw-HYbXTnTH2CoAOiO-uDtyKXlpWX1wgCqd6K8zl-exszCrNWUgxtgdmYvEYdzUHhukQc_/pubhtml?widget=true&amp;headers=false""></iframe>"
,347,Discrete Structures,MTH210,DS,None,None,CSE121,Monsoon,Sankha Basu,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQLZHUwfsDY-tm0Xf_qpwyW6dccdTlRCqBrttBnxqNokxYH1Pe30YoAApNf_i0WIqhuiCoQSZRG8gjW/pubhtml?gid=615455436&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,168,Number Theory,MTH211,NT,None,None,None,Monsoon,Sneha Chaubey,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTXrWENAQCdBbWa0JCiv7zdECS5dYGZXaiqRqblQheThxf7k2a81RcSd3YhiYEKyz6T1XWEQdntHVps/pubhtml?gid=1213084594&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,349,Abstract Algebra I,MTH212,AA-I,None,MTH100,"""MTH302""",Winter,Anuradha Sharma,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSxUyktACksXPq7vD0Pft3GVn8ho8IPLnY470iCG7iQHr-cfBY6SOpFtxnZCCaE21KG2cL1uLCxYEoe/pubhtml?gid=1306831011&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,169,Real Analysis I,MTH240,RA-I,None,"Math-I, DS",MTH203,Monsoon,Nabanita Ray,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQeSEH3PyApL4Vi8YP9kox6F52RVa64as59D3DLlEaVTfgDpeIYhOc7oCTTXP1ctA/pubhtml?widget=true&amp;headers=false""></iframe>"
,351,Numerical Methods,MTH270,NM,"""MTH100, MTH204""",None,None,Monsoon/Winter,Information not available,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTIDO1PVVIksUKrSdmensjLpI33JoaQklfH6_6UgzRZEf5rpiixLb13cPpJF8sAfQD0MwRrSbsEsbqr/pubhtml?gid=310597649&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,170,Introduction to Mathematical Logic,MTH300,IML,None,CSE121/MTH210,None,Winter,Sankha Basu,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQFFTQGGebXu1AqOr2wPlEufQ2D4xeBjcqnJJ25Sf4un9VFeY87NJC2FxmTiVWNjuaZoZywLjTRlpbe/pubhtml?gid=2009805326&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,353,Algebra,MTH302,ALG,None,None,"""MTH212""",Monsoon,Information not available,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTu8ph5ynTayv0iGZTB5J2fjlbpJHphRJgVzP87Z5waYpLRbmlqeZo2DYPT1gGtVxyICA6i0rhosqO1/pubhtml?gid=1402308042&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,171,Graph Theory,MTH310 / MTH520,GT,None,"MTH100, CSE121, MTH210",None,Winter,Samaresh Chatterji,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRAxeg3sUsQP33DRa0qeXmXsDNW8KlDwz1-iuTAm6e53W924Rc0TQifJB4SznNoYA/pubhtml?widget=true&amp;headers=false""></iframe>"
,355,Combinatorics and its Applications,MTH311,CIA,"""MTH100 """,MTH302,None,Winter,Samrith Ram,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQyZe--HYUUXxCVa7Z-Lfa9P82cRjr4tDV1OsBcsVChoDfJCbNCtyOKx_QyOgNvGVTrwdZdmEHyRwSv/pubhtml?gid=1534578355&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,172,Real Analysis-II,MTH340,RA-II,MTH240,None,None,Monsoon,Shilpak Banerjee,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vRDDcJcVQC_YE9zd2EuH9tDg5cSi5GRiy1d1ygbgLqdV5FCXEdx2Av2hHm4xzrb2QXIvtw0KiToBbtM/pubhtml?gid=327604398&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,357,Complex Analysis,MTH341 / MTH541,CmpA,"""MTH240""",None,None,Monsoon,Ashish Kumar Pandey,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSdLkgYNp4oufxnxZ7VP54XQGHgd_KPA9i6gXQUXYUdUCyYhirOLXeyzgZcjOlgiJ8ALh521Ci8PpuX/pubhtml?gid=1313229723&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,173,Introduction to Dynamical Systems,MTH343/MTH543,IDS,"""MTH100, MTH203, MTH240""","MTH204, MTH340, MTH510",None,Winter,Shilpak Banerjee,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSdTVNz7Rhglhe4Vq0D8Gd6G3OoxFWaawq1ptlSotLVZdIO5uQKHKDHsdpV90XKzvab4U6ybwUaVirF/pubhtml?gid=1068783937&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,359,Nonlinear Dynamics and Chaos (NDC),MTH359/559,NDMA,MTH100,MTH203,None,Monsoon,Sarthok Sircar,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTU98BZazx1xMtrlTNmrgSxFOGSFlLtWs940jeC9NFtiY9KsGpaHDeuKmolrQ8EgA/pubhtml?widget=true&amp;headers=false""></iframe>"
,174,Stochastic Processes and Applications,MTH371,SPA,MTH201,ECE501,None,Monsoon,Monika Arora,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQYJYsmd2owlLRQoKM2z9CazDcM6IgFyOHR5CiaELRA0Y3xQwawVmG7SyKpKsFAoV_kN7LZ-qP3jnkY/pubhtml?gid=1292337913&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,361,Statistical Inference,MTH372,SI,MTH201,"Statistical Signal Processing (ECE452/ECE552), Econometrics I (ECO221)",CSE609,Winter,Monika Arora,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vS2KPldd5xUHmFc_7zxphguKrDrjsfvprYvhAH04eDKAoWqZPRMd_rm0zkSrupp5wQTbzGZvzvS9CYX/pubhtml?gid=1952385363&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,175,Scientific Computing,MTH373,SC,MTH100,"MTH204, MTH203, MTH240",MTH270,Monsoon,Kaushik Kalyanaraman,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQY0ok9rCa3r2GrO9znVqxjVncZ_loRM53H0kNdRIfmvMMdbdBecvqeINgTn6MCbiYZmNDJvTqYUTVp/pubhtml?gid=134385521&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,176,Fluid Mechainics,MTH375/MTH575,FM,"""MTH204""",None,None,Monsoon,Information not available,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTTwjYPx0vZ9nNOqSPlxsD13SnExJ700hJopS1aWAUgMO6BlWYmjirTHnEpDnzlxT7Q_n80cWrK6TAn/pubhtml?gid=252448424&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,364,Mechanics of Bodies,MTH376,MB,MTH100,None,None,Monsoon,Sarthok Sircar,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSjDEoRgz9Dif2Xv5ez-BVFrFr7IZgRlbm2cp8w6DNbGO1luvfnu_h8ieAZ9B-1ZQ/pubhtml?widget=true&amp;headers=false""></iframe>"
,177,Logic and Artificial Intelligence,MTH501,L&AI,"Discrete Mathematics (CSE121),                      Discrete Structures (MTH210) or equivalent",A course in logic such as IML (MTH300/500) could be helpful,None,Monsoon,Sankha Basu,4,MATH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTq97Kg9ydzQW3RJE1COxCDtU9E3lhbvTAcEkjxpsa2j8rORAyha5U-Z173c-_2hA/pubhtml?widget=true&amp;headers=false""></iframe>"
,,Non-Classical Logics,MTH504,,"
MTH504__
MTH504__

100%
11
A8

Knowledge of basic set theory, including definitions and basic properties of union, intersection, complementation, power sets, relations, and functions.

IML (MTH300/500) or equivalent.
 
 
 	
Knowledge of basic set theory, including definitions and basic properties of union, intersection, complementation, power sets, relations, and functions.

IML (MTH300/500) or equivalent.
Turn on screen reader support
To enable screen reader support, press Ctrl+Alt+Z To learn about keyboard shortcuts, press Ctrl+slashBanner hidden",None,None,Monsoon, Sankha S Basu,4,MATHS,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSzYLtuXV6niy149jDvF5XNF8T73tGcw_aGl7slXHizBS3GrzF86AD-KKI2DtWBcA/pubhtml?widget=true&amp;headers=false""></iframe>"
,367,Non-Classical Logics,MTH504A,NCL,None,"MTH210 / CSE121, MTH300",None,Monsoon,Sankha Basu,2,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vST4wlRwk10EhpS4AAl8Ss2htahaTa_f8AZEAbPTC3qnAtGWY58yHgIODU7PFl_aA/pubhtml?widget=true&amp;headers=false""></iframe>"
,178,Topics in Mathematical Logic,MTH506,TML,"MTH300 ""or equivalent"" / MTH212 ""or equivalent""","Some exposure to universal algebra might be beneficial, but not necessary.",None,Monsoon,Sankha Basu,4,MTH,None,"<iframe src=""https://docs.google.com/document/d/e/2PACX-1vRn4UYTwYSvNQV5oAmmlZvO-_Or4wYujUiEnA9muo5eJyjxQyS2OzIhrZI8cK-MHOyvxdBivDfN7Jkb/pub?embedded=true""></iframe>"
,369,Advanced Linear Algebra,MTH510,ALA,"""MTH100""",None,None,Winter,Debika Banerjee,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQo6-AU6Nrr4rRyXS4KxNSdB4acHOAZVwR5fs0tuZ7Riw-y9JPcEKov0h4IuO5bQtyP3olxf3h_X347/pubhtml?widget=true&amp;headers=false""></iframe>"
,179,Algebraic Number Theory,MTH512,ANT,None,None,None,Monsoon,Information not available,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vR2WWJW7LFppeT5vAcjdQNY4MA3CdZe_SM0dG9aoyIRiCFqIjlV65hTMSFXxvvIIitXUQevH9mEAXm2/pubhtml?gid=1337059652&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,371,Abstract Algebra II,MTH513,AA-II,"""MTH100, MTH212""",None,None,Winter,Anuradha Sharma,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vSa8nMeQ9pJWThNrKtBMLifq-h_hWuyI2aFjfZxSYnIv06PVPa9uXl7662oDQlMdFeOn6miFemisDXV/pubhtml?gid=1820704458&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,180,Coding Theory,MTH514,COT,"MTH211, MTH212",None,None,Winter,Anuradha Sharma,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQJ341fLyTgSb2oTfDAoto91ddrlY-HEqbX0x5azVklrLLWumF5gmHg8PBt1wjx6atYRdlIrLg6cNdm/pubhtml?gid=1825152304&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
,373,Linear Algebraic Group,MTH515,,"Linear Algebra (MTH 100), Abstract Algebra I (MTH212).","Topology, Matrix Groups, Commutative Algebra.",None,Wnter,Nabnita Ray,4,Maths,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQRFHaHS4eM3owbwV8svPVdfnQcYNYChy3yAJxliPJEhJbqL5I6uWcyfc_WL5_YSA/pubhtml?widget=true&amp;headers=false""></iframe>"
,181,Analytic Number Theory,MTH516,ANNT,MTH341,MTH211,None,Winter,Debika Banerjee,4,MTH,None,"<iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vTrFyUcCSzYqruIcU9SS_thftHMx4iKAwhT_vvlgpL_EFdShthNkNNdjR-RGveWcrg-upfPdbIsNAfa/pubhtml?gid=1614988500&amp;single=true&amp;widget=true&amp;headers=false""></iframe>"
